product_id,product_name,jumlah_penjualan,harga,diskon,status
P02525,Produk 2525,170,35744,10,Laris
P02526,Produk 2526,135,66643,15,Laris
P02527,Produk 2527,35,148901,5,Tidak
P02528,Produk 2528,201,66777,25,Laris
P02529,Produk 2529,251,48424,5,Laris
P02530,Produk 2530,276,133050,5,Laris
P02531,Produk 2531,54,135757,25,Tidak
P02532,Produk 2532,132,47076,0,Laris
P02533,Produk 2533,37,38458,20,Tidak
P02534,Produk 2534,128,136885,0,Laris
P02535,Produk 2535,254,59021,25,Laris
P02536,Produk 2536,0,29918,25,Tidak
P02537,Produk 2537,199,89844,5,Laris
P02538,Produk 2538,168,122584,20,Laris
P02539,Produk 2539,1,155104,25,Tidak
P02540,Produk 2540,251,145341,15,Laris
P02541,Produk 2541,206,38376,20,Laris
P02542,Produk 2542,115,20867,15,Laris
P02543,Produk 2543,246,51772,20,Laris
P02544,Produk 2544,274,114088,10,Laris
P02545,Produk 2545,155,125018,0,Laris
P02546,Produk 2546,46,115775,20,Tidak
P02547,Produk 2547,174,41091,30,Laris
P02548,Produk 2548,235,96010,25,Laris
P02549,Produk 2549,103,66299,20,Laris
P02550,Produk 2550,20,120706,25,Tidak
P02551,Produk 2551,97,98347,25,Laris
P02552,Produk 2552,199,47988,25,Laris
P02553,Produk 2553,183,147533,0,Laris
P02554,Produk 2554,224,69666,5,Laris
P02555,Produk 2555,18,70618,0,Tidak
P02556,Produk 2556,122,148249,15,Laris
P02557,Produk 2557,32,161702,25,Tidak
P02558,Produk 2558,157,150989,20,Laris
P02559,Produk 2559,230,24303,0,Laris
P02560,Produk 2560,173,34694,10,Laris
P02561,Produk 2561,21,126301,0,Tidak
P02562,Produk 2562,108,191402,25,Laris
P02563,Produk 2563,267,140159,25,Laris
P02564,Produk 2564,274,59047,25,Laris
P02565,Produk 2565,296,81075,0,Laris
P02566,Produk 2566,18,57117,15,Tidak
P02567,Produk 2567,9,143527,20,Tidak
P02568,Produk 2568,23,83617,25,Tidak
P02569,Produk 2569,66,23765,5,Tidak
P02570,Produk 2570,25,100566,30,Tidak
P02571,Produk 2571,49,139586,20,Tidak
P02572,Produk 2572,87,174938,0,Laris
P02573,Produk 2573,54,49931,15,Tidak
P02574,Produk 2574,112,36543,30,Laris
P02575,Produk 2575,103,131728,10,Laris
P02576,Produk 2576,205,104996,0,Laris
P02577,Produk 2577,294,163100,5,Laris
P02578,Produk 2578,164,75897,30,Laris
P02579,Produk 2579,23,175473,5,Tidak
P02580,Produk 2580,171,36573,0,Laris
P02581,Produk 2581,140,57024,30,Laris
P02582,Produk 2582,212,64053,25,Laris
P02583,Produk 2583,189,165072,5,Laris
P02584,Produk 2584,224,83869,20,Laris
P02585,Produk 2585,20,54962,0,Tidak
P02586,Produk 2586,192,61354,0,Laris
P02587,Produk 2587,249,41160,0,Laris
P02588,Produk 2588,3,67032,0,Tidak
P02589,Produk 2589,145,129110,25,Laris
P02590,Produk 2590,243,53264,5,Laris
P02591,Produk 2591,73,187726,10,Tidak
P02592,Produk 2592,267,138074,15,Laris
P02593,Produk 2593,122,65756,20,Laris
P02594,Produk 2594,19,176309,5,Tidak
P02595,Produk 2595,255,180445,0,Laris
P02596,Produk 2596,154,111187,15,Laris
P02597,Produk 2597,2,166200,5,Tidak
P02598,Produk 2598,98,50803,20,Laris
P02599,Produk 2599,48,182246,10,Tidak
P02600,Produk 2600,276,153048,5,Laris
P02601,Produk 2601,237,184223,25,Laris
P02602,Produk 2602,106,92463,0,Laris
P02603,Produk 2603,99,49538,30,Laris
P02604,Produk 2604,76,199632,30,Tidak
P02605,Produk 2605,242,150420,5,Laris
P02606,Produk 2606,81,195673,0,Laris
P02607,Produk 2607,27,189046,10,Tidak
P02608,Produk 2608,145,74942,15,Laris
P02609,Produk 2609,128,107633,20,Laris
P02610,Produk 2610,232,31355,0,Laris
P02611,Produk 2611,26,160865,5,Tidak
P02612,Produk 2612,80,27619,15,Tidak
P02613,Produk 2613,263,50425,0,Laris
P02614,Produk 2614,120,136607,20,Laris
P02615,Produk 2615,296,105451,15,Laris
P02616,Produk 2616,101,197432,10,Laris
P02617,Produk 2617,117,48870,10,Laris
P02618,Produk 2618,116,45706,5,Laris
P02619,Produk 2619,211,72417,15,Laris
P02620,Produk 2620,112,39275,15,Laris
P02621,Produk 2621,299,146984,0,Laris
P02622,Produk 2622,223,57995,5,Laris
P02623,Produk 2623,232,66677,15,Laris
P02624,Produk 2624,191,55757,15,Laris
P02625,Produk 2625,99,185680,10,Laris
P02626,Produk 2626,138,73008,10,Laris
P02627,Produk 2627,65,28413,25,Tidak
P02628,Produk 2628,291,35637,10,Laris
P02629,Produk 2629,69,49126,30,Tidak
P02630,Produk 2630,238,140213,15,Laris
P02631,Produk 2631,87,110066,5,Laris
P02632,Produk 2632,151,178239,5,Laris
P02633,Produk 2633,87,171551,20,Laris
P02634,Produk 2634,117,42668,15,Laris
P02635,Produk 2635,267,148244,30,Laris
P02636,Produk 2636,110,175079,15,Laris
P02637,Produk 2637,236,93182,0,Laris
P02638,Produk 2638,219,84658,5,Laris
P02639,Produk 2639,167,133835,20,Laris
P02640,Produk 2640,113,175129,5,Laris
P02641,Produk 2641,293,21331,15,Laris
P02642,Produk 2642,22,30501,15,Tidak
P02643,Produk 2643,258,28813,15,Laris
P02644,Produk 2644,271,123368,15,Laris
P02645,Produk 2645,50,138604,15,Tidak
P02646,Produk 2646,123,41781,20,Laris
P02647,Produk 2647,6,126592,5,Tidak
P02648,Produk 2648,67,113953,10,Tidak
P02649,Produk 2649,122,189774,0,Laris
P02650,Produk 2650,8,145772,25,Tidak
P02651,Produk 2651,156,62415,25,Laris
P02652,Produk 2652,235,169521,25,Laris
P02653,Produk 2653,298,26399,15,Laris
P02654,Produk 2654,237,56339,30,Laris
P02655,Produk 2655,207,68482,30,Laris
P02656,Produk 2656,189,184314,15,Laris
P02657,Produk 2657,0,184444,0,Tidak
P02658,Produk 2658,197,107269,20,Laris
P02659,Produk 2659,16,97749,15,Tidak
P02660,Produk 2660,138,180563,20,Laris
P02661,Produk 2661,294,74302,30,Laris
P02662,Produk 2662,41,182648,10,Tidak
P02663,Produk 2663,28,154935,25,Tidak
P02664,Produk 2664,186,33516,0,Laris
P02665,Produk 2665,196,115837,15,Laris
P02666,Produk 2666,20,115832,10,Tidak
P02667,Produk 2667,89,189914,20,Laris
P02668,Produk 2668,34,166999,25,Tidak
P02669,Produk 2669,104,56282,10,Laris
P02670,Produk 2670,122,161461,0,Laris
P02671,Produk 2671,244,172074,30,Laris
P02672,Produk 2672,107,79097,10,Laris
P02673,Produk 2673,180,90086,20,Laris
P02674,Produk 2674,216,92651,0,Laris
P02675,Produk 2675,32,117730,10,Tidak
P02676,Produk 2676,231,147461,20,Laris
P02677,Produk 2677,269,52167,15,Laris
P02678,Produk 2678,272,197814,30,Laris
P02679,Produk 2679,272,96615,15,Laris
P02680,Produk 2680,188,196503,25,Laris
P02681,Produk 2681,33,69375,15,Tidak
P02682,Produk 2682,44,41016,15,Tidak
P02683,Produk 2683,91,95595,0,Laris
P02684,Produk 2684,55,63192,10,Tidak
P02685,Produk 2685,57,58785,15,Tidak
P02686,Produk 2686,77,73544,20,Tidak
P02687,Produk 2687,11,96852,15,Tidak
P02688,Produk 2688,277,54610,15,Laris
P02689,Produk 2689,177,130134,15,Laris
P02690,Produk 2690,10,96419,5,Tidak
P02691,Produk 2691,32,25776,30,Tidak
P02692,Produk 2692,118,156215,25,Laris
P02693,Produk 2693,171,127922,20,Laris
P02694,Produk 2694,175,191903,25,Laris
P02695,Produk 2695,167,147440,20,Laris
P02696,Produk 2696,271,163777,15,Laris
P02697,Produk 2697,234,99713,20,Laris
P02698,Produk 2698,67,100345,5,Tidak
P02699,Produk 2699,133,79449,15,Laris
P02700,Produk 2700,190,95535,30,Laris
P02701,Produk 2701,24,58886,10,Tidak
P02702,Produk 2702,145,139518,5,Laris
P02703,Produk 2703,82,160330,10,Laris
P02704,Produk 2704,93,65969,30,Laris
P02705,Produk 2705,78,62271,5,Tidak
P02706,Produk 2706,59,30787,10,Tidak
P02707,Produk 2707,294,53154,15,Laris
P02708,Produk 2708,133,116907,5,Laris
P02709,Produk 2709,105,167452,25,Laris
P02710,Produk 2710,17,194470,10,Tidak
P02711,Produk 2711,176,58782,10,Laris
P02712,Produk 2712,229,161522,5,Laris
P02713,Produk 2713,273,99052,0,Laris
P02714,Produk 2714,12,126053,15,Tidak
P02715,Produk 2715,74,140072,10,Tidak
P02716,Produk 2716,79,21125,25,Tidak
P02717,Produk 2717,279,153014,10,Laris
P02718,Produk 2718,151,144232,10,Laris
P02719,Produk 2719,293,194820,5,Laris
P02720,Produk 2720,289,135895,10,Laris
P02721,Produk 2721,57,145562,0,Tidak
P02722,Produk 2722,71,197735,20,Tidak
P02723,Produk 2723,59,100761,0,Tidak
P02724,Produk 2724,205,181879,30,Laris
P02725,Produk 2725,112,136909,10,Laris
P02726,Produk 2726,47,105555,0,Tidak
P02727,Produk 2727,99,172943,20,Laris
P02728,Produk 2728,113,92856,5,Laris
P02729,Produk 2729,11,41912,20,Tidak
P02730,Produk 2730,228,197488,25,Laris
P02731,Produk 2731,44,154162,15,Tidak
P02732,Produk 2732,99,148572,10,Laris
P02733,Produk 2733,261,34692,25,Laris
P02734,Produk 2734,184,124217,5,Laris
P02735,Produk 2735,218,116896,15,Laris
P02736,Produk 2736,190,23195,10,Laris
P02737,Produk 2737,176,112105,10,Laris
P02738,Produk 2738,228,167071,0,Laris
P02739,Produk 2739,110,136449,25,Laris
P02740,Produk 2740,212,135999,10,Laris
P02741,Produk 2741,83,131105,25,Laris
P02742,Produk 2742,212,56586,30,Laris
P02743,Produk 2743,300,176745,0,Laris
P02744,Produk 2744,73,74469,10,Tidak
P02745,Produk 2745,243,157704,10,Laris
P02746,Produk 2746,33,174842,30,Tidak
P02747,Produk 2747,192,43186,0,Laris
P02748,Produk 2748,209,187459,10,Laris
P02749,Produk 2749,212,65847,20,Laris
P02750,Produk 2750,236,168875,30,Laris
P02751,Produk 2751,70,72234,5,Tidak
P02752,Produk 2752,195,95881,20,Laris
P02753,Produk 2753,251,31071,30,Laris
P02754,Produk 2754,154,173408,10,Laris
P02755,Produk 2755,252,166612,25,Laris
P02756,Produk 2756,237,78856,0,Laris
P02757,Produk 2757,1,60376,10,Tidak
P02758,Produk 2758,153,187917,30,Laris
P02759,Produk 2759,241,52552,25,Laris
P02760,Produk 2760,147,129355,5,Laris
P02761,Produk 2761,251,189026,5,Laris
P02762,Produk 2762,14,51288,30,Tidak
P02763,Produk 2763,141,149250,0,Laris
P02764,Produk 2764,185,172322,15,Laris
P02765,Produk 2765,289,134312,30,Laris
P02766,Produk 2766,132,184625,25,Laris
P02767,Produk 2767,243,51348,10,Laris
P02768,Produk 2768,262,170801,0,Laris
P02769,Produk 2769,132,62689,20,Laris
P02770,Produk 2770,29,58308,10,Tidak
P02771,Produk 2771,236,55519,10,Laris
P02772,Produk 2772,83,33864,10,Laris
P02773,Produk 2773,184,129973,25,Laris
P02774,Produk 2774,182,32770,10,Laris
P02775,Produk 2775,149,158834,25,Laris
P02776,Produk 2776,39,154707,5,Tidak
P02777,Produk 2777,93,44774,20,Laris
P02778,Produk 2778,85,162530,10,Laris
P02779,Produk 2779,161,199560,30,Laris
P02780,Produk 2780,154,91161,25,Laris
P02781,Produk 2781,185,45122,20,Laris
P02782,Produk 2782,296,112177,30,Laris
P02783,Produk 2783,73,23381,5,Tidak
P02784,Produk 2784,265,93771,10,Laris
P02785,Produk 2785,248,128001,10,Laris
P02786,Produk 2786,83,46848,5,Laris
P02787,Produk 2787,79,151958,5,Tidak
P02788,Produk 2788,96,166448,20,Laris
P02789,Produk 2789,269,159485,25,Laris
P02790,Produk 2790,282,49875,15,Laris
P02791,Produk 2791,235,40027,0,Laris
P02792,Produk 2792,67,24555,15,Tidak
P02793,Produk 2793,178,101677,25,Laris
P02794,Produk 2794,185,56441,30,Laris
P02795,Produk 2795,226,176670,20,Laris
P02796,Produk 2796,175,65143,25,Laris
P02797,Produk 2797,155,27539,25,Laris
P02798,Produk 2798,60,78289,5,Tidak
P02799,Produk 2799,72,79395,10,Tidak
P02800,Produk 2800,64,75008,5,Tidak
P02801,Produk 2801,40,131360,25,Tidak
P02802,Produk 2802,57,40377,0,Tidak
P02803,Produk 2803,247,133048,0,Laris
P02804,Produk 2804,100,48263,0,Laris
P02805,Produk 2805,262,175497,0,Laris
P02806,Produk 2806,240,51174,10,Laris
P02807,Produk 2807,22,37366,10,Tidak
P02808,Produk 2808,5,45297,30,Tidak
P02809,Produk 2809,63,177756,5,Tidak
P02810,Produk 2810,300,72435,5,Laris
P02811,Produk 2811,179,27670,0,Laris
P02812,Produk 2812,74,92712,20,Tidak
P02813,Produk 2813,178,112327,5,Laris
P02814,Produk 2814,256,180682,5,Laris
P02815,Produk 2815,258,169483,0,Laris
P02816,Produk 2816,50,171554,30,Tidak
P02817,Produk 2817,7,158631,5,Tidak
P02818,Produk 2818,98,93887,5,Laris
P02819,Produk 2819,275,21134,25,Laris
P02820,Produk 2820,50,76102,20,Tidak
P02821,Produk 2821,243,116066,25,Laris
P02822,Produk 2822,94,135255,25,Laris
P02823,Produk 2823,54,67408,30,Tidak
P02824,Produk 2824,181,119513,15,Laris
P02825,Produk 2825,109,154807,5,Laris
P02826,Produk 2826,208,49581,30,Laris
P02827,Produk 2827,160,52405,15,Laris
P02828,Produk 2828,56,156243,5,Tidak
P02829,Produk 2829,253,114699,25,Laris
P02830,Produk 2830,147,166048,25,Laris
P02831,Produk 2831,20,41560,10,Tidak
P02832,Produk 2832,252,50335,15,Laris
P02833,Produk 2833,145,139785,20,Laris
P02834,Produk 2834,159,136380,5,Laris
P02835,Produk 2835,283,126766,10,Laris
P02836,Produk 2836,219,69488,30,Laris
P02837,Produk 2837,35,144695,25,Tidak
P02838,Produk 2838,188,67001,0,Laris
P02839,Produk 2839,251,196185,0,Laris
P02840,Produk 2840,202,134834,20,Laris
P02841,Produk 2841,43,51252,5,Tidak
P02842,Produk 2842,202,125021,25,Laris
P02843,Produk 2843,52,64229,0,Tidak
P02844,Produk 2844,186,72189,10,Laris
P02845,Produk 2845,102,175965,30,Laris
P02846,Produk 2846,206,52181,5,Laris
P02847,Produk 2847,217,150838,10,Laris
P02848,Produk 2848,297,175621,10,Laris
P02849,Produk 2849,204,113348,15,Laris
P02850,Produk 2850,207,147017,20,Laris
P02851,Produk 2851,142,58633,30,Laris
P02852,Produk 2852,232,48321,0,Laris
P02853,Produk 2853,128,148277,15,Laris
P02854,Produk 2854,118,184723,5,Laris
P02855,Produk 2855,15,46110,25,Tidak
P02856,Produk 2856,27,37885,15,Tidak
P02857,Produk 2857,13,66948,15,Tidak
P02858,Produk 2858,167,60038,10,Laris
P02859,Produk 2859,49,40058,25,Tidak
P02860,Produk 2860,266,149024,30,Laris
P02861,Produk 2861,238,72935,10,Laris
P02862,Produk 2862,254,148516,20,Laris
P02863,Produk 2863,133,162196,10,Laris
P02864,Produk 2864,276,163293,0,Laris
P02865,Produk 2865,16,132828,0,Tidak
P02866,Produk 2866,196,137995,10,Laris
P02867,Produk 2867,192,136013,15,Laris
P02868,Produk 2868,18,28613,5,Tidak
P02869,Produk 2869,285,192860,30,Laris
P02870,Produk 2870,155,63029,15,Laris
P02871,Produk 2871,220,55255,10,Laris
P02872,Produk 2872,199,147783,30,Laris
P02873,Produk 2873,56,169121,25,Tidak
P02874,Produk 2874,251,193035,20,Laris
P02875,Produk 2875,276,170001,15,Laris
P02876,Produk 2876,243,167391,30,Laris
P02877,Produk 2877,80,152824,0,Tidak
P02878,Produk 2878,200,89046,15,Laris
P02879,Produk 2879,193,181727,25,Laris
P02880,Produk 2880,180,94563,10,Laris
P02881,Produk 2881,31,27378,20,Tidak
P02882,Produk 2882,23,53606,30,Tidak
P02883,Produk 2883,187,111455,30,Laris
P02884,Produk 2884,298,27051,30,Laris
P02885,Produk 2885,174,119765,0,Laris
P02886,Produk 2886,219,110477,10,Laris
P02887,Produk 2887,210,112083,0,Laris
P02888,Produk 2888,125,84910,5,Laris
P02889,Produk 2889,159,175328,0,Laris
P02890,Produk 2890,33,99930,0,Tidak
P02891,Produk 2891,172,64506,0,Laris
P02892,Produk 2892,275,105489,0,Laris
P02893,Produk 2893,235,192429,30,Laris
P02894,Produk 2894,216,168910,20,Laris
P02895,Produk 2895,215,89892,0,Laris
P02896,Produk 2896,240,174137,0,Laris
P02897,Produk 2897,162,119021,20,Laris
P02898,Produk 2898,199,104520,20,Laris
P02899,Produk 2899,50,148020,0,Tidak
P02900,Produk 2900,105,108071,15,Laris
P02901,Produk 2901,257,194951,10,Laris
P02902,Produk 2902,85,181173,10,Laris
P02903,Produk 2903,186,134292,5,Laris
P02904,Produk 2904,254,186577,30,Laris
P02905,Produk 2905,38,160465,5,Tidak
P02906,Produk 2906,147,89508,0,Laris
P02907,Produk 2907,152,170345,15,Laris
P02908,Produk 2908,115,183727,25,Laris
P02909,Produk 2909,47,171569,0,Tidak
P02910,Produk 2910,172,91660,0,Laris
P02911,Produk 2911,290,159215,15,Laris
P02912,Produk 2912,218,74981,10,Laris
P02913,Produk 2913,39,190796,30,Tidak
P02914,Produk 2914,154,152288,30,Laris
P02915,Produk 2915,153,133484,25,Laris
P02916,Produk 2916,276,102143,5,Laris
P02917,Produk 2917,212,125460,10,Laris
P02918,Produk 2918,263,138811,25,Laris
P02919,Produk 2919,280,67343,0,Laris
P02920,Produk 2920,264,68900,20,Laris
P02921,Produk 2921,255,75824,25,Laris
P02922,Produk 2922,239,90237,25,Laris
P02923,Produk 2923,272,181067,30,Laris
P02924,Produk 2924,222,168404,25,Laris
P02925,Produk 2925,30,156909,5,Tidak
P02926,Produk 2926,186,141238,5,Laris
P02927,Produk 2927,123,59445,25,Laris
P02928,Produk 2928,153,134134,15,Laris
P02929,Produk 2929,163,36889,25,Laris
P02930,Produk 2930,104,128118,10,Laris
P02931,Produk 2931,146,189356,5,Laris
P02932,Produk 2932,131,177609,5,Laris
P02933,Produk 2933,207,82516,0,Laris
P02934,Produk 2934,76,70309,0,Tidak
P02935,Produk 2935,125,101406,15,Laris
P02936,Produk 2936,248,166754,15,Laris
P02937,Produk 2937,216,189586,0,Laris
P02938,Produk 2938,103,61774,10,Laris
P02939,Produk 2939,69,27639,10,Tidak
P02940,Produk 2940,142,192666,20,Laris
P02941,Produk 2941,90,188897,30,Laris
P02942,Produk 2942,21,147360,30,Tidak
P02943,Produk 2943,10,34503,30,Tidak
P02944,Produk 2944,42,102288,20,Tidak
P02945,Produk 2945,152,36667,15,Laris
P02946,Produk 2946,186,196074,25,Laris
P02947,Produk 2947,46,124043,30,Tidak
P02948,Produk 2948,71,81876,0,Tidak
P02949,Produk 2949,292,151137,0,Laris
P02950,Produk 2950,267,194120,30,Laris
P02951,Produk 2951,297,157693,10,Laris
P02952,Produk 2952,254,43658,5,Laris
P02953,Produk 2953,62,102158,10,Tidak
P02954,Produk 2954,299,122223,30,Laris
P02955,Produk 2955,120,130852,5,Laris
P02956,Produk 2956,73,48000,5,Tidak
P02957,Produk 2957,109,91970,15,Laris
P02958,Produk 2958,209,86664,30,Laris
P02959,Produk 2959,28,148544,20,Tidak
P02960,Produk 2960,191,49612,10,Laris
P02961,Produk 2961,279,131091,15,Laris
P02962,Produk 2962,126,92806,30,Laris
P02963,Produk 2963,74,115157,15,Tidak
P02964,Produk 2964,188,100785,0,Laris
P02965,Produk 2965,17,193597,30,Tidak
P02966,Produk 2966,27,196055,5,Tidak
P02967,Produk 2967,129,164894,15,Laris
P02968,Produk 2968,158,187496,25,Laris
P02969,Produk 2969,185,199633,0,Laris
P02970,Produk 2970,273,81966,30,Laris
P02971,Produk 2971,226,121835,0,Laris
P02972,Produk 2972,201,86986,10,Laris
P02973,Produk 2973,46,81724,10,Tidak
P02974,Produk 2974,107,62002,15,Laris
P02975,Produk 2975,162,188933,15,Laris
P02976,Produk 2976,17,91837,30,Tidak
P02977,Produk 2977,41,148894,15,Tidak
P02978,Produk 2978,211,107221,25,Laris
P02979,Produk 2979,216,46318,30,Laris
P02980,Produk 2980,82,88411,20,Laris
P02981,Produk 2981,33,112237,15,Tidak
P02982,Produk 2982,280,105660,15,Laris
P02983,Produk 2983,14,33657,25,Tidak
P02984,Produk 2984,94,185191,15,Laris
P02985,Produk 2985,69,20806,15,Tidak
P02986,Produk 2986,102,184704,10,Laris
P02987,Produk 2987,160,170944,0,Laris
P02988,Produk 2988,56,61372,5,Tidak
P02989,Produk 2989,264,190178,30,Laris
P02990,Produk 2990,66,175717,25,Tidak
P02991,Produk 2991,210,103728,15,Laris
P02992,Produk 2992,244,54998,10,Laris
P02993,Produk 2993,88,175456,30,Laris
P02994,Produk 2994,167,93871,5,Laris
P02995,Produk 2995,43,128657,10,Tidak
P02996,Produk 2996,93,123152,15,Laris
P02997,Produk 2997,292,78847,0,Laris
P02998,Produk 2998,11,166415,25,Tidak
P02999,Produk 2999,117,43324,15,Laris
P03000,Produk 3000,101,88624,25,Laris
P03001,Produk 3001,86,33050,15,Laris
P03002,Produk 3002,219,177389,10,Laris
P03003,Produk 3003,76,43346,10,Tidak
P03004,Produk 3004,87,168699,0,Laris
P03005,Produk 3005,7,157845,15,Tidak
P03006,Produk 3006,232,196582,15,Laris
P03007,Produk 3007,60,78847,25,Tidak
P03008,Produk 3008,104,69950,30,Laris
P03009,Produk 3009,136,95487,25,Laris
P03010,Produk 3010,253,120158,5,Laris
P03011,Produk 3011,220,74160,20,Laris
P03012,Produk 3012,110,94178,25,Laris
P03013,Produk 3013,96,129662,5,Laris
P03014,Produk 3014,209,58258,0,Laris
P03015,Produk 3015,148,88629,5,Laris
P03016,Produk 3016,230,85095,10,Laris
P03017,Produk 3017,298,199376,25,Laris
P03018,Produk 3018,234,42475,0,Laris
P03019,Produk 3019,240,54918,30,Laris
P03020,Produk 3020,165,124216,25,Laris
P03021,Produk 3021,108,120531,25,Laris
P03022,Produk 3022,216,176551,10,Laris
P03023,Produk 3023,37,44976,20,Tidak
P03024,Produk 3024,30,33661,10,Tidak
P03025,Produk 3025,120,143452,10,Laris
P03026,Produk 3026,23,21405,10,Tidak
P03027,Produk 3027,258,182439,15,Laris
P03028,Produk 3028,154,123467,25,Laris
P03029,Produk 3029,189,54665,20,Laris
P03030,Produk 3030,21,172171,5,Tidak
P03031,Produk 3031,133,64529,20,Laris
P03032,Produk 3032,252,108913,15,Laris
P03033,Produk 3033,67,43500,10,Tidak
P03034,Produk 3034,271,133489,5,Laris
P03035,Produk 3035,133,50629,10,Laris
P03036,Produk 3036,22,53520,15,Tidak
P03037,Produk 3037,143,114527,15,Laris
P03038,Produk 3038,144,89000,20,Laris
P03039,Produk 3039,135,155521,10,Laris
P03040,Produk 3040,223,63249,10,Laris
P03041,Produk 3041,251,59653,20,Laris
P03042,Produk 3042,225,33951,5,Laris
P03043,Produk 3043,76,34304,5,Tidak
P03044,Produk 3044,93,29401,15,Laris
P03045,Produk 3045,133,62874,25,Laris
P03046,Produk 3046,239,134407,0,Laris
P03047,Produk 3047,253,30693,15,Laris
P03048,Produk 3048,182,167024,15,Laris
P03049,Produk 3049,234,149233,0,Laris
P03050,Produk 3050,75,52415,10,Tidak
P03051,Produk 3051,47,73407,30,Tidak
P03052,Produk 3052,145,67357,30,Laris
P03053,Produk 3053,86,153362,30,Laris
P03054,Produk 3054,139,167651,25,Laris
P03055,Produk 3055,299,75678,20,Laris
P03056,Produk 3056,2,157891,30,Tidak
P03057,Produk 3057,292,67335,15,Laris
P03058,Produk 3058,39,84528,30,Tidak
P03059,Produk 3059,255,197447,0,Laris
P03060,Produk 3060,168,26805,10,Laris
P03061,Produk 3061,62,123329,10,Tidak
P03062,Produk 3062,54,104813,5,Tidak
P03063,Produk 3063,14,41250,15,Tidak
P03064,Produk 3064,245,139027,25,Laris
P03065,Produk 3065,137,175767,25,Laris
P03066,Produk 3066,2,106357,0,Tidak
P03067,Produk 3067,231,105174,25,Laris
P03068,Produk 3068,291,53900,5,Laris
P03069,Produk 3069,24,188727,10,Tidak
P03070,Produk 3070,165,34558,25,Laris
P03071,Produk 3071,36,163433,20,Tidak
P03072,Produk 3072,195,44261,15,Laris
P03073,Produk 3073,130,66664,5,Laris
P03074,Produk 3074,204,43380,0,Laris
P03075,Produk 3075,106,62713,15,Laris
P03076,Produk 3076,206,94694,25,Laris
P03077,Produk 3077,78,51615,10,Tidak
P03078,Produk 3078,251,133340,25,Laris
P03079,Produk 3079,158,199558,20,Laris
P03080,Produk 3080,67,114121,25,Tidak
P03081,Produk 3081,49,116326,20,Tidak
P03082,Produk 3082,102,148351,15,Laris
P03083,Produk 3083,198,144895,10,Laris
P03084,Produk 3084,288,177375,15,Laris
P03085,Produk 3085,46,130765,30,Tidak
P03086,Produk 3086,188,180921,5,Laris
P03087,Produk 3087,222,185330,15,Laris
P03088,Produk 3088,47,30600,20,Tidak
P03089,Produk 3089,174,141510,25,Laris
P03090,Produk 3090,114,189767,25,Laris
P03091,Produk 3091,79,149845,20,Tidak
P03092,Produk 3092,268,42012,10,Laris
P03093,Produk 3093,239,134650,0,Laris
P03094,Produk 3094,244,98746,5,Laris
P03095,Produk 3095,65,199388,10,Tidak
P03096,Produk 3096,127,157125,15,Laris
P03097,Produk 3097,151,169038,0,Laris
P03098,Produk 3098,282,40062,0,Laris
P03099,Produk 3099,262,48215,20,Laris
P03100,Produk 3100,217,128270,0,Laris
P03101,Produk 3101,237,193239,25,Laris
P03102,Produk 3102,291,86422,10,Laris
P03103,Produk 3103,130,173503,0,Laris
P03104,Produk 3104,257,24264,0,Laris
P03105,Produk 3105,236,67068,30,Laris
P03106,Produk 3106,93,123011,0,Laris
P03107,Produk 3107,42,129117,25,Tidak
P03108,Produk 3108,152,102299,20,Laris
P03109,Produk 3109,232,195704,15,Laris
P03110,Produk 3110,135,109478,30,Laris
P03111,Produk 3111,95,75330,5,Laris
P03112,Produk 3112,40,178348,10,Tidak
P03113,Produk 3113,54,133717,20,Tidak
P03114,Produk 3114,9,21532,15,Tidak
P03115,Produk 3115,59,23487,5,Tidak
P03116,Produk 3116,244,140628,25,Laris
P03117,Produk 3117,207,192416,25,Laris
P03118,Produk 3118,249,99377,20,Laris
P03119,Produk 3119,184,196633,25,Laris
P03120,Produk 3120,202,99339,0,Laris
P03121,Produk 3121,64,55419,0,Tidak
P03122,Produk 3122,97,49337,30,Laris
P03123,Produk 3123,8,69341,30,Tidak
P03124,Produk 3124,13,74848,15,Tidak
P03125,Produk 3125,74,190325,5,Tidak
P03126,Produk 3126,223,184117,30,Laris
P03127,Produk 3127,275,70047,0,Laris
P03128,Produk 3128,154,141484,5,Laris
P03129,Produk 3129,242,130593,0,Laris
P03130,Produk 3130,59,63543,5,Tidak
P03131,Produk 3131,227,147152,15,Laris
P03132,Produk 3132,10,137837,20,Tidak
P03133,Produk 3133,124,72779,10,Laris
P03134,Produk 3134,291,122690,0,Laris
P03135,Produk 3135,170,22064,0,Laris
P03136,Produk 3136,221,128969,30,Laris
P03137,Produk 3137,253,171692,20,Laris
P03138,Produk 3138,283,96224,0,Laris
P03139,Produk 3139,249,124773,15,Laris
P03140,Produk 3140,262,174937,25,Laris
P03141,Produk 3141,249,80792,25,Laris
P03142,Produk 3142,31,158492,0,Tidak
P03143,Produk 3143,216,171100,10,Laris
P03144,Produk 3144,283,36648,10,Laris
P03145,Produk 3145,213,144082,0,Laris
P03146,Produk 3146,253,183236,25,Laris
P03147,Produk 3147,177,137525,25,Laris
P03148,Produk 3148,223,25454,5,Laris
P03149,Produk 3149,147,70384,15,Laris
P03150,Produk 3150,176,134848,5,Laris
P03151,Produk 3151,259,77593,20,Laris
